"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/duzce-merkez-kirazli-kiralik/daire/94492-310","33","10.000","04-07-2025","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","Yüksek Giriş","","","","Düzce  Kirazlı  Toki  De Kiralık 2+1 Daire","Düzce / Merkez / Kirazlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/bora-emlak-94492","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/8/1/0/1/4/4/1737977122655-44101811.jpg","Bora Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/4/4/9/0/3418f2f4-70a1-4669-bcce-212ef5ea82f4.jpg"
"https://www.hepsiemlak.com/duzce-merkez-kocyazi-kiralik/daire/110529-625","20","14.000","02-07-2025","Kiralık Daire","2 +
                          1","110 m²","8
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Koçyazı Zahid Kevseri Bulvarı Arkası Kiralık 2+1 Daire","Düzce / Merkez / Koçyazı Mah.","https://www.hepsiemlak.com/emlak-ofisi/agirman-emlak-danismanlik-110529","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/3/2/9/5/4/4/1c314165-0541-4785-97d1-ba0019687f44.jpg","Ağırman Emlak Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/2/5/0/1/1/7eca82ae-b51a-4693-a42c-8a6fc2a051e6.jpg"
"https://www.hepsiemlak.com/duzce-merkez-derelitutuncu-kiralik/daire/4616-1171","15","17.500","02-07-2025","Kiralık Daire","3 +
                          1","110 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Site İçerisi Ebeveyn Banyolu 3+1 Yüksek Giriş Sıfır Daire","Düzce / Merkez / Derelitütüncü Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/8/8/7/8/4/4/1751469143409-44878865.jpg","",""
"https://www.hepsiemlak.com/duzce-merkez-akinlar-kiralik/daire/140272-590","19","13.000","04-07-2025","Kiralık Daire","3 +
                          1","130 m²","30
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Havva Genç Gayrimenkul'den Kiralık 3+1 Arakat Daire","Düzce / Merkez / Akınlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/havva-genc-gayrimenkul-ve-danismanlik-140272","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/7/2/6/6/4/4/1747756329-0893312-44662759.jpeg","Havva Genç Gayrimenkul Ve Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/2/0/4/1/a88a409c-ff11-439d-bdcd-3ed6bfca2861.jpg"
"https://www.hepsiemlak.com/duzce-merkez-azmimilli-kiralik/daire/110641-138","22","15.000","01-07-2025","Kiralık Daire","1 +
                          1","75 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Azmimilli Mahallesin'de Kiralık Eşyalı Daire","Düzce / Merkez / Azmimilli Mah.","https://www.hepsiemlak.com/emlak-ofisi/salmak-emlak-110641","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/6/2/1/6/4/4/1747001145243-44612697.jpg","Salmak Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/6/0/1/1/f7109594-494e-45db-a2e4-004c36e5c320.jpg"
"https://www.hepsiemlak.com/duzce-merkez-camlievler-kiralik/daire/94492-316","29","15.000","30-06-2025","Kiralık Daire","3 +
                          1","110 m²","22
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Düzce Bahçeşehir Çamlıevler Mahallesinde Kiralık 3+1 110m2 Daire.","Düzce / Merkez / Çamlıevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/bora-emlak-94492","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/4/7/8/6/4/4/1748166205-814017-44687475.jpeg","Bora Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/4/4/9/0/3418f2f4-70a1-4669-bcce-212ef5ea82f4.jpg"
"https://www.hepsiemlak.com/duzce-merkez-azmimilli-kiralik/daire/110529-540","19","22.000","02-07-2025","Kiralık Daire","2 +
                          1","110 m²","7
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Azmimilli Mahallesi Otogar Yolu Üzeri Kiralık 2+1 Eşyalı Daire","Düzce / Merkez / Azmimilli Mah.","https://www.hepsiemlak.com/emlak-ofisi/agirman-emlak-danismanlik-110529","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/4/8/7/9/2/4/c36c18a8-af5c-4f43-9863-0dd878dc3e38.jpg","Ağırman Emlak Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/2/5/0/1/1/7eca82ae-b51a-4693-a42c-8a6fc2a051e6.jpg"
"https://www.hepsiemlak.com/duzce-merkez-sehit-murat-demir-kiralik/daire/110641-115","51","9.000","05-07-2025","Kiralık Daire","1 +
                          1","54 m²","10
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konuralp'de Kiralık Eşyalı Daire","Düzce / Merkez / Şehit Murat Demir Mah.","https://www.hepsiemlak.com/emlak-ofisi/salmak-emlak-110641","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/1/9/1/2/4/4/1739991956869-44219141.jpg","Salmak Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/6/0/1/1/f7109594-494e-45db-a2e4-004c36e5c320.jpg"
"https://www.hepsiemlak.com/duzce-merkez-serefiye-kiralik/daire/151595-35","17","17.000","30-06-2025","Kiralık Daire","3 +
                          1","110 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mnk Group Gayrimenkulden Şerefiye Mahallesinde 3+1 Kiralık Daire","Düzce / Merkez / Şerefiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/mnk-group-gayrimenkul-ve-danismanlik-151595","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/2/2/8/5/4/4/5eae04af00070dd9d9451d9e682e5a08c1701414dd44a41a0d64cb6e0dde594d084e13c89e289d0ccfbb6e6e1a471ce9.jpg","Mnk Group Gayrimenkul Ve Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/5/1/5/1/98d578f3-3335-45dd-955f-124888a1196c.jpg"
"https://www.hepsiemlak.com/duzce-merkez-camikebir-kiralik/daire/94492-304","28","12.000","04-07-2025","Kiralık Daire","3 +
                          1","140 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Düzce  Merkezde Camikebir  Mahallesinde Kiralık 3+1 130 M2  Arakat  Asansörlü  Daire.","Düzce / Merkez / Camikebir Mah.","https://www.hepsiemlak.com/emlak-ofisi/bora-emlak-94492","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/4/9/4/8/3/4/1734010072303-43849497.jpg","Bora Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/4/4/9/0/3418f2f4-70a1-4669-bcce-212ef5ea82f4.jpg"
"https://www.hepsiemlak.com/duzce-merkez-nusrettin-kiralik/daire/110641-113","29","15.000","04-07-2025","Kiralık Daire","4 +
                          1","180 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nusrettin Mahallesinde Kiralık Dubleks Daire","Düzce / Merkez / Nusrettin Mah.","https://www.hepsiemlak.com/emlak-ofisi/salmak-emlak-110641","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/7/9/9/1/4/4/1739704175914-44199709.jpg","Salmak Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/6/0/1/1/f7109594-494e-45db-a2e4-004c36e5c320.jpg"
"https://www.hepsiemlak.com/duzce-merkez-cedidiye-kiralik/daire/110529-640","13","12.500","02-07-2025","Kiralık Daire","3 +
                          1","55 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Cedidiye Mahallesinde Kiralık 1+1 Arakat Daire","Düzce / Merkez / Cedidiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/agirman-emlak-danismanlik-110529","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/3/7/7/8/4/4/b3a98a33-c2ea-47ef-848c-798601250df1.jpg","Ağırman Emlak Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/2/5/0/1/1/7eca82ae-b51a-4693-a42c-8a6fc2a051e6.jpg"
"https://www.hepsiemlak.com/duzce-merkez-korpesler-kiralik/daire/90624-262","25","20.000","01-07-2025","Kiralık Daire","3 +
                          1","125 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Değişimden Memur-Sen Yolunda 3+1 Kiralık Daire","Düzce / Merkez / Körpeşler Mah.","https://www.hepsiemlak.com/emlak-ofisi/degisim-emlak-ve-gayrimenkul-danismanligi-90624/diclehan-ozkan-engin-1843951","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/3/2/7/8/4/4/1751375450131-44872330.jpg","Değişim Emlak Ve Gayrimenkul Danışmanlıgı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/5/9/3/4/8/1/ba973e25-cc8a-4547-a89a-45e138738572.JPG"
"https://www.hepsiemlak.com/duzce-merkez-sancaklar-kiralik/daire/114357-431","14","18.500","02-07-2025","Kiralık Daire","3 +
                          1","135 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Duzce Merkez Kiralık Daire","Düzce / Merkez / Sancaklar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/8/9/6/7/4/4/1749660811659-44769830.jpg","",""
"https://www.hepsiemlak.com/duzce-merkez-sehit-murat-demir-kiralik/daire/140272-546","20","9.000","27-06-2025","Kiralık Daire","1 +
                          1","50 m²","2
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Havva Genç Gayrimenkul'den Konuralp'de Ful Eşyalı 1+1 Kiralık Daire","Düzce / Merkez / Şehit Murat Demir Mah.","https://www.hepsiemlak.com/emlak-ofisi/havva-genc-gayrimenkul-ve-danismanlik-140272","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/2/0/4/1/a88a409c-ff11-439d-bdcd-3ed6bfca2861.jpg","Havva Genç Gayrimenkul Ve Danışmanlık",""
"https://www.hepsiemlak.com/duzce-merkez-sehit-murat-demir-kiralik/daire/147038-38","29","19.000","30-06-2025","Kiralık Daire","2 +
                          0","110 m²","6
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Demirbaş Gayrimenkulden Konuralp De Site İçerisinde Kiralık 2+1","Düzce / Merkez / Şehit Murat Demir Mah.","","","",""
"https://www.hepsiemlak.com/duzce-merkez-serefiye-kiralik/daire/140083-606","29","15.000","13-06-2025","Kiralık Daire","2 +
                          1","100 m²","11
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Epa Uğur'dan Rasim Betir Paşa Bulvarın'da Kiralık 2+1 Daire","Düzce / Merkez / Şerefiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/epa-ugur-gayrimenkul-140083","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/8/0/0/4/1/1ac9fa3c-76e3-4b85-a02b-b2471a67488a.jpg","Epa Uğur Gayrimenkul",""
"https://www.hepsiemlak.com/duzce-merkez-kultur-kiralik/daire/123617-1243","35","30.000","11-06-2025","Kiralık Daire","4 +
                          1","250 m²","5
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Öğretmen,Den Kuyumcuzade Bulvarında Geniş Teraslı Manzaralı","Düzce / Merkez / Kültür Mah.","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-gayrimenkul-123617","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/5/5/6/7/4/4/b0d8be4d51d6fd556829f9717e5ab2c8ef55b767441ce1b08f7920938a126a57787b5cb207ff2e5aa04055d42909ec53.jpg","Öğretmen Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/6/3/2/1/3ad4d159-c604-4852-a7da-d5b7cd9ca321.jpg"
"https://www.hepsiemlak.com/duzce-merkez-fevzicakmak-kiralik/daire/151595-43","29","14.000","26-06-2025","Kiralık Daire","3 +
                          1","110 m²","26
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mnk Group'tan Fevzi Çakmak Mahallesinde Kiralık 3+1","Düzce / Merkez / Fevziçakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/mnk-group-gayrimenkul-ve-danismanlik-151595","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/4/7/3/7/4/4/f0420e067e3aa91c73624e37e72a5f9f4cec2c677d54600641e0c1c18b747a1c787b5cb207ff2e5aa04055d42909ec53.jpg","Mnk Group Gayrimenkul Ve Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/5/1/5/1/98d578f3-3335-45dd-955f-124888a1196c.jpg"
"https://www.hepsiemlak.com/duzce-merkez-kultur-kiralik/daire/114357-112","33","16.000","05-07-2025","Kiralık Daire","3 +
                          1","145 m²","23
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Düzce Merkez De Eşyalı Kiralık 3+1 Daire","Düzce / Merkez / Kültür Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/5/4/4/2/9/3/1659619311060-39244522.jpg","",""
"https://www.hepsiemlak.com/duzce-merkez-demetevler-kiralik/daire/151595-40","23","18.000","13-06-2025","Kiralık Daire","3 +
                          1","130 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mnk Group'tan Demetevler Mahallesinde 3+1 Kiralık Daire","Düzce / Merkez / Demetevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/mnk-group-gayrimenkul-ve-danismanlik-151595","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/1/3/5/6/4/4/251dc3291d21598c567c007365542fb1345d625072198ca446c889eebbfd3d510e5dbca91b86ee1102d45d4b31041b8f.jpg","Mnk Group Gayrimenkul Ve Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/5/1/5/1/98d578f3-3335-45dd-955f-124888a1196c.jpg"
"https://www.hepsiemlak.com/duzce-merkez-kocyazi-kiralik/daire/78566-1243","20","20.000","30-06-2025","Kiralık Daire","2 +
                          1","97 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Düzce Merkez Koçyazı Mah Kiralık En Üst Kat Köşe  2+1 Daire","Düzce / Merkez / Koçyazı Mah.","https://www.hepsiemlak.com/emlak-ofisi/lotus-gayrimenkul-78566","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/9/3/6/8/4/4/3985a5cc-e114-49ee-ab05-05d15c66eb5f.jpg","Lotus Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/5/8/7/0/d6663fad-9f77-4407-9214-c002383a5b1c.jpg"
"https://www.hepsiemlak.com/duzce-merkez-aziziye-kiralik/villa/110641-159","32","40.000","03-07-2025","Kiralık Villa","3 +
                          1","180 m²","16
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aziziye Mahallesin'de Merkezde Kiralık Villa","Düzce / Merkez / Aziziye Mah.","https://www.hepsiemlak.com/emlak-ofisi/salmak-emlak-110641","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/3/3/8/8/4/4/a552fbbcab6a2da9dfd283ce3ba70237ae2d50bea438ebce05d90ea85f31932b2c0e539bab0c9b885a7fb19882974dfb.jpg","Salmak Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/6/0/1/1/f7109594-494e-45db-a2e4-004c36e5c320.jpg"
"https://www.hepsiemlak.com/duzce-merkez-aziziye-kiralik/daire/123617-1254","24","20.000","04-07-2025","Kiralık Daire","2 +
                          1","102 m²","3
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Öğretmen'den Aziziye'de Kiralık Sıfır Full+full Eşyalı 2+1 Daire","Düzce / Merkez / Aziziye Mah.","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-gayrimenkul-123617","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/5/6/7/4/4/6412e8c3e882ec50aaa42e5194cf79ef6d8b401a6f4abb55b05a6d972d2418776bf108e82b470f2c6f1c07a54fcbcada.jpg","Öğretmen Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/6/3/2/1/3ad4d159-c604-4852-a7da-d5b7cd9ca321.jpg"
"https://www.hepsiemlak.com/duzce-merkez-aziziye-kiralik/daire/110641-151","35","20.000","22-06-2025","Kiralık Daire","2 +
                          1","95 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aziziye Mahallesin'de Kiralık Eşyalı Daire","Düzce / Merkez / Aziziye Mah.","https://www.hepsiemlak.com/emlak-ofisi/salmak-emlak-110641","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/4/6/2/8/4/4/56b21595a11433417d4e82642a23e425c1465e94021272dd38e616d82a0bc44c76fe16253593a2dac3ccbeb827083ace.jpg","Salmak Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/6/0/1/1/f7109594-494e-45db-a2e4-004c36e5c320.jpg"
